0;1;Ask HN: My GitHub account got suspended without any notice;https://news.ycombinator.com/item?id=23832437;557 ;ygcodes;229
1;2;Ask HN: How to you manage your favorite HN submissions?;https://news.ycombinator.com/item?id=23836200;4 ;amzpix;3
2;3;Ask HN: Startup Salaries in Europe;https://news.ycombinator.com/item?id=23834896;6 ;tsamtsam;1
3;4;Ask HN: Anyone from Apple here? It's impossible to enroll the dev program;https://news.ycombinator.com/item?id=23831989;88 ;aalex123;34
4;5;Ask HN: What are some good sites or blogs about the mechanics behind trading?;https://news.ycombinator.com/item?id=23832920;4 ;_Understated_;3
5;6;Ask HN: Have you built internal CLI tools for your team? Has it payed off?;https://news.ycombinator.com/item?id=23836150;2 ;mlejva;1
6;7;Ask HN: Advanced Linux users, which distribution do you run? Why?;https://news.ycombinator.com/item?id=23816007;68 ;psxuaw;154
7;8;Ask HN: How do you document long term products;https://news.ycombinator.com/item?id=23825252;17 ;lobsang;4
8;9;Ask HN: Best book (or resource) for learning Windows 10;https://news.ycombinator.com/item?id=23830273;5 ;MaximumYComb;2
9;10;Ask HN: What's the worst piece of software you use everyday?;https://news.ycombinator.com/item?id=23803539;523 ;guu;1470
10;11;Ask HN: Which line of code you have written will be executed the most?;https://news.ycombinator.com/item?id=23827348;10 ;jamesmstone;17
11;12;What makes different Internet Forums/Social Media communitys different?;https://news.ycombinator.com/item?id=23830028;4 ;AnInternetUser;1
12;13;Ask HN: Why can Apple out CPU Intel?;https://news.ycombinator.com/item?id=23815712;43 ;raasdnil;42
13;14;Ask HN: How will NLP models affect online discussion?;https://news.ycombinator.com/item?id=23829472;4 ;daenz;3
14;15;Ask HN: Can I sample podcasts like trailers or tweets?;https://news.ycombinator.com/item?id=23829215;4 ;gatorbait83;3
15;16;Ask HN: Do you use inheritance when programming?;https://news.ycombinator.com/item?id=23825310;18 ;jameskerr;24
16;17;Ask HN: Multi-tenancy in software vs. infrastructure for SaaS;https://news.ycombinator.com/item?id=23820461;14 ;slayerjain;14
17;18;Ask HN: How do you learn new libraries without much documentation?;https://news.ycombinator.com/item?id=23800590;50 ;vedant_shety;51
18;19;What is the future of short-term travel?;https://news.ycombinator.com/item?id=23823054;6 ;soumyabruin;3
19;20;Ask HN: I want to make school more afforadable;https://news.ycombinator.com/item?id=23815979;16 ;bobblywobbles;36
20;21;Ask HN: What I can do to protect freedom of internet?;https://news.ycombinator.com/item?id=23808448;18 ;throwawayt856;11
21;22;Ask HN: How did you learn functional programming?;https://news.ycombinator.com/item?id=23818526;12 ;xupybd;13
22;23;Help HN: Laid off due to Covid, almost out of runway;https://news.ycombinator.com/item?id=23813149;73 ;inferred_type;21
23;24;Ask HN: How do I look you in the eye while looking at you in video chat?;https://news.ycombinator.com/item?id=23823397;7 ;nscalf;12
24;25;Ask HN: How does Superhuman Mail tracks every recipient independently?;https://news.ycombinator.com/item?id=23822711;2 ;dtarik;4
25;26;Ask HN: Sacrifice Seniority for Better Long Term Career Prospects?;https://news.ycombinator.com/item?id=23810798;8 ;OneSummersDay;12
26;27;CMS that dynamically changes your website based on visitor's LinkedIn profile;https://news.ycombinator.com/item?id=23821587;2 ;matteomosca;6
27;28;Ask HN: Azure customers, why do you host with Azure over AWS or GCP?;https://news.ycombinator.com/item?id=23820741;3 ;emeerson;8
28;29;Productivize Issue #2;https://news.ycombinator.com/item?id=23820623;2 ;sharath39;1
29;30;How big is the software development tools market worldwide in 2020?;https://news.ycombinator.com/item?id=23804585;15 ;MacSystem;1
30;31;Ask HN: You favorite (not so popular) quote?;https://news.ycombinator.com/item?id=23809549;13 ;artembugara;34
31;32;“Ok Google, play music on Spotify” stopped working;https://news.ycombinator.com/item?id=23819097;2 ;alepacheco;2
32;33;Ask HN: Any good books on the history of the internet?;https://news.ycombinator.com/item?id=23807294;12 ;dom2;13
33;34;Ask HN: What it takes to become an 'anchor' on Stellar network?;https://news.ycombinator.com/item?id=23817004;3 ;phekunde;1
34;35;Ask HN: What's your process for reselling your used hardware?;https://news.ycombinator.com/item?id=23800498;36 ;kaptain;35
35;36;Ask HN: Recommendations for a Password Manager;https://news.ycombinator.com/item?id=23804635;13 ;anshulag;23
36;37;Ask HN: Help me identify an Isaac Asimov story [ANSWERED];https://news.ycombinator.com/item?id=23815710;4 ;lisper;7
37;38;Ask HN: Cheap and Reliable API for Building a Bank?;https://news.ycombinator.com/item?id=23815021;3 ;davidajackson;8
38;39;Ask HN: What books should I read this summer?;https://news.ycombinator.com/item?id=23800390;15 ;zevv;9
39;40;Ask HN: Does anything work against mosquitoes?;https://news.ycombinator.com/item?id=23812093;4 ;stiray;13
40;41;Ask HN: Best tech stack for solo dev'd app?;https://news.ycombinator.com/item?id=23811987;12 ;throwaway45349;10
41;42;Tell HN: 6.3% of HN top submissions in plain HTTP, more than half upgradable;https://news.ycombinator.com/item?id=23802521;102 ;oefrha;73
42;43;Ask HN: Anyone else bothered by Gmail's “Changes may not be saved” popup?;https://news.ycombinator.com/item?id=23810954;3 ;mercer;2
43;44;Ask HN: Someone published an app that publishes their expenses;https://news.ycombinator.com/item?id=23802439;3 ;kumarski;4
44;45;Ask HN: What is your “mission” in work and life?;https://news.ycombinator.com/item?id=23803739;23 ;notoriousarun;16
45;46;The dark side of eventual consistency and how to triumph over it;https://news.ycombinator.com/item?id=23809572;2 ;hugorocha;0
46;47;Ask HN: Best tablet for white boarding during a video conference?;https://news.ycombinator.com/item?id=23800440;13 ;logical42;17
47;48;Ask HN: How do you Contact Large Corporations?;https://news.ycombinator.com/item?id=23809283;6 ;spectramax;2
48;49;Literal Ask HN: What Is the Cost of Running Hacker News?;https://news.ycombinator.com/item?id=23807259;15 ;deanstag;5
49;50;Made $45K in 2020, but the business is in trouble, losing the market share. Help;https://news.ycombinator.com/item?id=23803346;2 ;mousab;4
50;51;1100 Open Source UI Designs;https://news.ycombinator.com/item?id=23802981;4 ;andreigaspar;1
51;52;Window-Swap.com allows you to view out the windows of users all around the world;https://news.ycombinator.com/item?id=23814516;10 ;seesawtron;3
52;53;Ask HN: I will implement every suggestion, what's yours?;https://news.ycombinator.com/item?id=23801705;2 ;dorianmariefr;4
53;54;Ask HN: Have access to an EIDL loan, what should I do with it?;https://news.ycombinator.com/item?id=23801556;2 ;mike503;3
54;55;Ask HN: What are your thoughts on this AI fund?;https://news.ycombinator.com/item?id=23801451;2 ;cymon;0
55;56;Ask HN: Self-hosted lightweight wiki engine suggestions? (MoinMoin alternative);https://news.ycombinator.com/item?id=23800862;5 ;ciprian_craciun;13
56;57;Ask HN: How can we get people to read submissions before commenting on them?;https://news.ycombinator.com/item?id=23816994;35 ;kerkeslager;43
57;58;Ask HN: How many hours do you work?;https://news.ycombinator.com/item?id=23807304;35 ;xupybd;56
58;59;Ask HN: Concepts the modern tech industry falsely believes it invented?;https://news.ycombinator.com/item?id=23814645;46 ;Ozzie_osman;49
59;60;Ask HN: What is the most underrated piece of advice you've been told?;https://news.ycombinator.com/item?id=23815025;8 ;adawg4;9
60;61;Ask HN: What Is the Best/Worst Purchase You Have Made During the Quarantine?;https://news.ycombinator.com/item?id=23807047;11 ;IMAYousaf;14
61;62;Ask HN: 9-5 Burnout?;https://news.ycombinator.com/item?id=23822895;38 ;notoriousarun;48
62;63;Ask HN: What is easier to read: camel or snake case?;https://news.ycombinator.com/item?id=23802414;3 ;tomaszs;3
63;64;Ask HN: What's the best piece of software you use every day?;https://news.ycombinator.com/item?id=23806012;34 ;thdrdt;52
